source_id,date,description,pollutant_ppm,biological,results
HaRu20794224,8/2/21 12:51,"Inorganic contaminants: Lead, Barium, Lead",5.24503,0,Contaminated: Chemical
SoRu37289224,8/2/21 12:55,"Inorganic contaminants: Silver, Zinc, Copper",3.82817,0,Contaminated: Chemical
KiIs23995224,8/2/21 13:45,Inorganic contaminants: Arsenic,1.98774,0,Contaminated: Chemical
HaZa21670224,8/2/21 14:39,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
HaRu20478224,8/2/21 14:46,Clean,0.0936804,9.48E-05,Clean
HaRu17827224,8/2/21 15:13,"Inorganic contaminants: Selenium, Zinc, Selenium",7.25123,0,Contaminated: Chemical
AkRu04961224,8/2/21 15:41,Inorganic contaminants: Barium,8.0342,0,Contaminated: Chemical
AkRu04984224,8/2/21 15:56,Inorganic contaminants: Arsenic,8.40174,0,Contaminated: Chemical
HaZa21633224,8/2/21 15:57,"Inorganic contaminants: Cadmium, Chromium, Selenium",3.33046,0,Contaminated: Chemical
KiRu26332224,8/2/21 16:04,Clean,0.0132705,4.29E-05,Clean
AmAm09539224,8/2/21 16:05,Bacteria: E. coli,0,15.8105,Contaminated: Biological
HaYa21432224,8/2/21 16:41,Clean,0.0555511,3.02E-05,Clean
SoMa33863224,8/2/21 16:46,Clean,0.033485,2.23E-05,Clean
SoIl32782224,8/5/21 9:14,"Inorganic contaminants: Selenium, Chromium, Lead, Cadmium",7.52591,0,Contaminated: Chemical
AkLu02184224,8/5/21 10:21,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
AkRu07559224,8/5/21 10:28,"Inorganic contaminants: Copper, Chromium",1.09944,0,Contaminated: Chemical
AmRu15111224,8/5/21 11:09,Virus: Enteroviruses,0,262.668,Contaminated: Biological
SoMa34469224,8/5/21 11:52,"Inorganic contaminants: Silver, Selenium, Arsenic",6.0117,0,Contaminated: Chemical
SoIl32826224,8/5/21 11:57,Bacteria: E. coli,0,6.82137,Contaminated: Biological
SoRu38468224,8/5/21 12:00,Bacteria: Salmonella,0,267.371,Contaminated: Biological
HaRu19995224,8/5/21 12:28,"Inorganic contaminants: Silver, Chromium, Arsenic, Barium",5.57485,0,Contaminated: Chemical
SoMa33850224,8/5/21 12:59,Clean,0.0299273,2.06E-05,Clean
KiRu28775224,8/5/21 13:09,"Inorganic contaminants: Selenium, Zinc",3.64042,0,Contaminated: Chemical
HaSe20880224,8/5/21 13:44,Clean,0.0381501,3.64E-05,Clean
AkLu02120224,8/5/21 13:59,"Inorganic contaminants: Mercury, Zinc",2.68228,0,Contaminated: Chemical
SoRu38910224,8/5/21 14:13,Bacteria: E. coli,0,36.6754,Contaminated: Biological
AkRu05934224,8/5/21 14:15,Clean,0.0491189,1.99E-05,Clean
SoMa33672224,8/5/21 14:28,Clean,0.0168948,9.04E-05,Clean
AkRu04111224,8/5/21 14:44,Bacteria: E. coli,0,12.9127,Contaminated: Biological
KiRu25860224,8/5/21 14:50,Clean,0.0690451,9.24E-05,Clean
AmDa11646224,8/5/21 14:59,Clean,0.0932244,9.07E-05,Clean
SoMa34273224,8/5/21 15:10,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
SoRu38452224,8/5/21 15:10,"Inorganic contaminants: Zinc, Barium, Copper, Silver",7.4661,0,Contaminated: Chemical
AmRu15124224,8/5/21 15:18,"Inorganic contaminants: Cadmium, Silver",3.19394,0,Contaminated: Chemical
AkRu03412224,8/5/21 15:20,Clean,0.0276468,7.61E-05,Clean
SoRu34706224,8/5/21 15:21,"Inorganic contaminants: Silver, Barium, Cadmium, Lead",2.79072,0,Contaminated: Chemical
AkKi01037224,8/5/21 15:30,Inorganic contaminants: Barium,2.18181,0,Contaminated: Chemical
HaRu20605224,8/5/21 15:38,Bacteria: Shigella,0,318.664,Contaminated: Biological
HaDe16320224,8/5/21 16:11,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
HaYa21370224,8/5/21 16:41,"Inorganic contaminants: Copper, Copper",2.58924,0,Contaminated: Chemical
AmAb09221224,8/6/21 9:03,Clean,0.0875135,8.64E-06,Clean
AkRu03348224,8/6/21 9:20,Clean,0.0515314,1.48E-05,Clean
SoBa31798224,8/6/21 9:38,Bacteria: Shigella,0,318.664,Contaminated: Biological
SoRu34757224,8/6/21 9:56,Clean,0.0629407,4.83E-05,Clean
KiRu30317224,8/6/21 10:21,"Inorganic contaminants: Arsenic, Mercury",3.79601,0,Contaminated: Chemical
AmRu15681224,8/6/21 10:22,Clean,0.060616,9.69E-05,Clean
KiRu29196224,8/6/21 10:25,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
AkLu02228224,8/6/21 10:30,"Inorganic contaminants: Cadmium, Silver, Arsenic, Silver",8.14637,0,Contaminated: Chemical
SoMa34586224,8/6/21 11:15,Clean,0.0149211,3.96E-05,Clean
AmAm09864224,8/6/21 11:42,Bacteria: E. coli,0,4.53764,Contaminated: Biological
HaAm16190224,8/6/21 11:44,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiRu26535224,8/6/21 11:45,"Inorganic contaminants: Silver, Cadmium",4.20784,0,Contaminated: Chemical
AkRu04249224,8/6/21 11:52,Clean,0.0236606,7.21E-06,Clean
SoBa31827224,8/6/21 12:14,Inorganic contaminants: Silver,9.29583,0,Contaminated: Chemical
AmRu15751224,8/6/21 12:27,"Inorganic contaminants: Barium, Chromium",1.8113,0,Contaminated: Chemical
AkRu07436224,8/6/21 12:52,"Inorganic contaminants: Selenium, Silver",4.97704,0,Contaminated: Chemical
AkHa00154224,8/6/21 12:56,Clean,0.0652654,1.73E-05,Clean
AmAs10873224,8/6/21 13:36,Inorganic contaminants: Silver,6.12619,0,Contaminated: Chemical
AkRu04745224,8/6/21 13:40,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
HaRu19792224,8/6/21 13:52,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
KiIs23483224,8/6/21 14:01,"Inorganic contaminants: Arsenic, Barium",5.91693,0,Contaminated: Chemical
HaRu18830224,8/6/21 14:31,Clean,0.0545811,6.51E-05,Clean
AkRu05461224,8/6/21 15:30,Bacteria: E. coli,0,33.9499,Contaminated: Biological
AkKi01134224,8/6/21 16:28,"Inorganic contaminants: Arsenic, Lead",1.3587,0,Contaminated: Chemical
AkRu05866224,8/6/21 16:45,"Inorganic contaminants: Barium, Chromium, Selenium",8.92078,0,Contaminated: Chemical
AkRu05304224,8/6/21 16:46,Clean,0.0743579,7.34E-05,Clean
AkRu08137224,8/7/21 9:02,"Inorganic contaminants: Zinc, Barium, Silver",4.5187,0,Contaminated: Chemical
AkRu04385224,8/7/21 9:07,"Inorganic contaminants: Lead, Arsenic",6.68887,0,Contaminated: Chemical
AkRu05007224,8/7/21 9:11,"Inorganic contaminants: Chromium, Silver, Chromium",2.43026,0,Contaminated: Chemical
HaSe21073224,8/7/21 9:19,Clean,0.0986756,7.18E-05,Clean
AkRu03714224,8/7/21 9:23,Clean,0.0296059,3.89E-05,Clean
AmRu14276224,8/7/21 9:28,"Inorganic contaminants: Zinc, Barium, Zinc, Copper",5.45746,0,Contaminated: Chemical
HaDe16479224,8/7/21 9:29,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
HaYa21601224,8/7/21 9:30,Virus: Enteroviruses,0,262.668,Contaminated: Biological
KiMr24745224,8/7/21 9:37,Clean,0.0383225,7.89E-05,Clean
KiRu28992224,8/7/21 9:45,"Inorganic contaminants: Mercury, Barium, Selenium, Lead",8.9969,0,Contaminated: Chemical
KiRu27142224,8/7/21 9:47,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
SoMa34561224,8/7/21 9:56,Clean,0.0217273,7.81E-05,Clean
SoRu39096224,8/7/21 10:40,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiAm22078224,8/7/21 11:13,Clean,0.0778504,5.36E-05,Clean
SoRu35286224,8/7/21 12:06,Bacteria: E. coli,0,6.13678,Contaminated: Biological
AkRu06800224,8/7/21 12:45,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
SoRu38462224,8/7/21 13:10,Bacteria: E. coli,0,28.8341,Contaminated: Biological
AkRu08482224,8/7/21 13:11,"Inorganic contaminants: Zinc, Silver, Lead",8.23676,0,Contaminated: Chemical
AkRu03737224,8/7/21 13:17,Inorganic contaminants: Silver,6.20465,0,Contaminated: Chemical
AkRu04674224,8/7/21 13:42,"Inorganic contaminants: Barium, Barium",6.85893,0,Contaminated: Chemical
AkRu07265224,8/7/21 13:43,Clean,0.088765,3.36E-05,Clean
KiMr24557224,8/7/21 14:03,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
SoCh32263224,8/7/21 14:09,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
KiRu28580224,8/7/21 14:18,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
AkRu08367224,8/7/21 14:52,Bacteria: E. coli,0.0498854,41.4135,Contaminated: Biological
AkHa00553224,8/7/21 14:58,Clean,0.0417503,3.57E-05,Clean
AmRu14605224,8/7/21 15:02,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
HaRu19483224,8/7/21 15:14,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
AmAm09778224,8/7/21 15:19,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
KiRu29102224,8/7/21 15:25,Inorganic contaminants: Lead,7.45299,0,Contaminated: Chemical
AkLu02158224,8/7/21 15:41,Clean,0.0549237,5.65E-05,Clean
AmRu15189224,8/7/21 16:04,Inorganic contaminants: Silver,1.22261,0,Contaminated: Chemical
HaRu18816224,8/7/21 16:11,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
HaRu18149224,8/7/21 16:34,"Inorganic contaminants: Mercury, Selenium, Zinc, Mercury",9.05655,0,Contaminated: Chemical
AkRu05164224,8/7/21 16:35,"Inorganic contaminants: Selenium, Chromium",6.19929,0,Contaminated: Chemical
AkRu08151224,8/8/21 9:00,Clean,0.0850179,7.56E-05,Clean
AkLu01832224,8/8/21 9:04,Clean,0.0360108,8.30E-06,Clean
HaRu18613224,8/8/21 9:57,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
AkRu06638224,8/8/21 10:05,Clean,0.0861207,1.48E-05,Clean
KiHa23049224,8/8/21 10:12,Clean,0.0342401,4.89E-05,Clean
HaRu19979224,8/8/21 10:29,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
AkRu03926224,8/8/21 10:35,Bacteria: E. coli,0,25.76,Contaminated: Biological
AkRu05396224,8/8/21 11:16,Clean,0.0120424,1.46E-07,Clean
AmAs10685224,8/8/21 11:50,Clean,0.0639102,5.41E-05,Clean
KiRu26589224,8/8/21 12:08,Clean,0.0980057,7.00E-05,Clean
SoRu35202224,8/8/21 12:09,Inorganic contaminants: Silver,7.83434,0,Contaminated: Chemical
KiRu28854224,8/8/21 12:20,"Inorganic contaminants: Selenium, Chromium",2.04703,0,Contaminated: Chemical
KiRu27170224,8/8/21 12:26,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
AmAs10716224,8/8/21 12:29,Virus: Enteroviruses,0,262.668,Contaminated: Biological
HaYa21459224,8/8/21 12:52,"Inorganic contaminants: Zinc, Arsenic",3.14905,0,Contaminated: Chemical
AkRu08735224,8/8/21 13:09,"Inorganic contaminants: Barium, Cadmium, Arsenic",6.30321,0,Contaminated: Chemical
AmRu14468224,8/8/21 13:20,Clean,0.0184659,8.77E-05,Clean
AmRu13080224,8/8/21 14:06,Clean,0.0547087,2.85E-05,Clean
AkLu02263224,8/8/21 14:19,Clean,0.0682546,7.96E-05,Clean
KiRu29067224,8/8/21 14:33,"Inorganic contaminants: Cadmium, Cadmium",8.34863,0,Contaminated: Chemical
KiMr24633224,8/8/21 14:37,Bacteria: E. coli,0,42.2979,Contaminated: Biological
HaYa21399224,8/8/21 14:42,"Inorganic contaminants: Chromium, Mercury, Cadmium",3.46424,0,Contaminated: Chemical
AkRu04477224,8/8/21 14:47,Clean,0.0970035,1.23E-05,Clean
KiRu26444224,8/8/21 16:02,Inorganic contaminants: Chromium,1.61632,0,Contaminated: Chemical
SoRu39273224,8/8/21 16:13,Clean,0.0324916,2.29E-05,Clean
AkRu04386224,8/8/21 16:24,Clean,0.0646477,7.75E-05,Clean
HaRu19361224,8/8/21 16:35,"Inorganic contaminants: Cadmium, Cadmium, Mercury",5.42378,0,Contaminated: Chemical
SoRu35501224,8/8/21 16:38,"Inorganic contaminants: Copper, Copper, Arsenic",6.57129,0,Contaminated: Chemical
AkRu04316224,8/8/21 16:48,"Inorganic contaminants: Mercury, Barium, Selenium, Cadmium",2.13438,0,Contaminated: Chemical
AkRu04916224,8/9/21 9:11,"Inorganic contaminants: Zinc, Chromium, Copper",7.01639,0,Contaminated: Chemical
AkRu04370224,8/9/21 9:34,Clean,0.0621802,1.90E-05,Clean
AkRu08392224,8/9/21 9:55,"Inorganic contaminants: Chromium, Cadmium, Barium, Selenium",1.34093,0,Contaminated: Chemical
AkHa00229224,8/9/21 10:18,Virus: Enteroviruses,0,262.668,Contaminated: Biological
AkRu03252224,8/9/21 10:22,Clean,0.0666867,6.22E-05,Clean
KiIs23647224,8/9/21 11:29,"Inorganic contaminants: Zinc, Arsenic, Copper",7.77487,0,Contaminated: Chemical
AkRu02927224,8/9/21 12:18,Inorganic contaminants: Selenium,1.16303,0,Contaminated: Chemical
KiRu27656224,8/9/21 12:35,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiRu27592224,8/9/21 12:43,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
AmAm09958224,8/9/21 12:44,"Inorganic contaminants: Zinc, Selenium, Mercury",2.50753,0,Contaminated: Chemical
HaRu20813224,8/9/21 12:53,Bacteria: E. coli,0,34.2096,Contaminated: Biological
SoRu39550224,8/9/21 13:05,"Inorganic contaminants: Barium, Mercury, Barium",7.6459,0,Contaminated: Chemical
KiRu26640224,8/9/21 13:18,Clean,0.0917665,5.41E-05,Clean
HaYa21424224,8/9/21 13:33,"Inorganic contaminants: Cadmium, Barium, Chromium",1.36486,0,Contaminated: Chemical
SoCh32055224,8/9/21 14:17,"Inorganic contaminants: Silver, Arsenic, Mercury",5.42757,0,Contaminated: Chemical
HaZa21870224,8/9/21 15:18,Virus: Enteroviruses,0,262.668,Contaminated: Biological
AkRu06406224,8/9/21 15:36,Bacteria: Shigella,0,318.664,Contaminated: Biological
SoRu37548224,8/9/21 15:37,Clean,0.0385946,8.40E-05,Clean
AkRu08899224,8/9/21 15:57,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
SoRu36984224,8/9/21 15:59,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
KiRu26271224,8/9/21 16:27,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
SoRu39579224,8/9/21 16:32,"Inorganic contaminants: Selenium, Zinc, Zinc, Barium",2.75033,0,Contaminated: Chemical
AkRu07938224,8/9/21 16:57,Virus: Enteroviruses,0,262.668,Contaminated: Biological
SoRu36346224,8/12/21 9:11,Inorganic contaminants: Mercury,8.17299,0,Contaminated: Chemical
SoRu37680224,8/12/21 9:13,Inorganic contaminants: Mercury,1.43306,0,Contaminated: Chemical
SoRu37008224,8/12/21 9:26,Clean,0.0108505,5.75E-05,Clean
SoRu35224224,8/12/21 9:35,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiAm22528224,8/12/21 9:39,"Inorganic contaminants: Barium, Cadmium, Arsenic, Silver",9.90605,0,Contaminated: Chemical
AkRu04912224,8/12/21 10:59,Clean,0.0105148,3.54E-05,Clean
AkLu02556224,8/12/21 11:10,Bacteria: E. coli,0,44.154,Contaminated: Biological
SoRu35960224,8/12/21 11:20,"Inorganic contaminants: Arsenic, Zinc",1.66848,0,Contaminated: Chemical
AkHa00734224,8/12/21 11:38,"Inorganic contaminants: Copper, Copper, Zinc, Chromium",2.25368,0,Contaminated: Chemical
AkHa00194224,8/12/21 11:41,Bacteria: Shigella,0,318.664,Contaminated: Biological
AkHa00476224,8/12/21 11:56,"Inorganic contaminants: Silver, Chromium, Mercury, Silver",2.13389,0,Contaminated: Chemical
KiRu27824224,8/12/21 12:03,Clean,0.0463426,4.61E-06,Clean
AkHa00487224,8/12/21 12:14,Clean,0.0143271,1.69E-05,Clean
KiAm22083224,8/12/21 12:40,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
AmAb09007224,8/12/21 12:53,"Inorganic contaminants: Cadmium, Barium, Zinc",4.88771,0,Contaminated: Chemical
AkKi01231224,8/12/21 13:10,Bacteria: Salmonella,0,267.371,Contaminated: Biological
AkRu08822224,8/12/21 13:10,Clean,0.0724338,7.05E-05,Clean
HaRu18843224,8/12/21 13:26,"Inorganic contaminants: Zinc, Silver",7.47116,0,Contaminated: Chemical
HaAm15928224,8/12/21 13:37,Virus: Enteroviruses,0,262.668,Contaminated: Biological
KiZu31000224,8/12/21 13:46,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
AkRu07572224,8/12/21 14:12,Inorganic contaminants: Lead,9.68707,0,Contaminated: Chemical
AkRu03819224,8/12/21 14:24,Clean,0.0701883,1.83E-06,Clean
AmRu13361224,8/12/21 14:36,Clean,0.067834,9.77E-05,Clean
HaZa21844224,8/12/21 14:51,"Inorganic contaminants: Mercury, Chromium, Barium",6.48756,0,Contaminated: Chemical
AmRu13054224,8/12/21 15:20,Bacteria: Shigella,0,318.664,Contaminated: Biological
SoIl32612224,8/12/21 15:41,Clean,0.0379849,8.29E-05,Clean
AkRu05560224,8/12/21 15:53,"Inorganic contaminants: Zinc, Lead",7.02679,0,Contaminated: Chemical
AkRu05901224,8/12/21 16:32,"Inorganic contaminants: Lead, Lead",3.10036,0,Contaminated: Chemical
KiRu28504224,8/12/21 16:33,Virus: Enteroviruses,0,262.668,Contaminated: Biological
KiRu25826224,8/13/21 9:17,Inorganic contaminants: Lead,1.94713,0,Contaminated: Chemical
KiHa23311224,8/13/21 9:56,Bacteria: Salmonella,0,267.371,Contaminated: Biological
SoRu36670224,8/13/21 10:05,Inorganic contaminants: Lead,7.66018,0,Contaminated: Chemical
HaDj16763224,8/13/21 10:11,Inorganic contaminants: Chromium,8.65797,0,Contaminated: Chemical
HaRu19837224,8/13/21 10:22,Clean,0.0241765,2.17E-05,Clean
AkLu02557224,8/13/21 10:23,Clean,0.0781767,5.96E-05,Clean
KiMr24448224,8/13/21 11:41,"Inorganic contaminants: Arsenic, Silver",8.18365,0,Contaminated: Chemical
SoRu36175224,8/13/21 11:54,Bacteria: Shigella,0,318.664,Contaminated: Biological
SoRu36597224,8/13/21 12:01,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
AkRu06705224,8/13/21 12:02,Inorganic contaminants: Barium,1.51021,0,Contaminated: Chemical
HaYa21439224,8/13/21 12:04,Inorganic contaminants: Lead,7.5626,0,Contaminated: Chemical
HaDj16834224,8/13/21 12:27,Bacteria: E. coli,0,18.1415,Contaminated: Biological
SoRu38464224,8/13/21 12:31,Clean,0.088815,3.28E-05,Clean
AkRu04000224,8/13/21 12:46,Clean,0.0313132,8.53E-05,Clean
SoIl32744224,8/13/21 12:56,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
KiRu28260224,8/13/21 13:40,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
KiMr25203224,8/13/21 13:59,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
KiIs23528224,8/13/21 15:00,"Inorganic contaminants: Lead, Mercury, Lead, Zinc",1.15716,0,Contaminated: Chemical
AkKi01022224,8/13/21 15:19,Inorganic contaminants: Zinc,6.2326,0,Contaminated: Chemical
AkRu05590224,8/13/21 15:38,Clean,0.042503,2.80E-05,Clean
KiAm22583224,8/13/21 16:16,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiAm22206224,8/13/21 16:36,Inorganic contaminants: Mercury,3.00576,0,Contaminated: Chemical
KiRu25614224,8/13/21 16:58,Bacteria: Salmonella,0,267.371,Contaminated: Biological
KiRu29917224,8/14/21 9:34,Clean,0.0943718,8.40E-05,Clean
SoRu34967224,8/14/21 9:44,Clean,0.0881881,3.60E-05,Clean
SoRu37574224,8/14/21 9:50,"Inorganic contaminants: Arsenic, Chromium, Lead, Zinc",7.06001,0,Contaminated: Chemical
AkRu04224224,8/14/21 9:53,Bacteria: E. coli,0,8.24546,Contaminated: Biological
AkRu04478224,8/14/21 9:57,Inorganic contaminants: Barium,8.07969,0,Contaminated: Chemical
AkRu06565224,8/14/21 9:58,"Inorganic contaminants: Arsenic, Selenium, Mercury",4.58203,0,Contaminated: Chemical
HaSe21044224,8/14/21 10:48,Clean,0.0397565,2.82E-05,Clean
AkHa00621224,8/14/21 10:53,Clean,0.0587711,3.31E-05,Clean
AkHa00699224,8/14/21 11:19,"Inorganic contaminants: Arsenic, Barium",7.61865,0,Contaminated: Chemical
SoMa34459224,8/14/21 11:32,Bacteria: E. coli,0,36.8027,Contaminated: Biological
SoRu37945224,8/14/21 11:38,Clean,0.0972264,8.08E-05,Clean
HaDe16348224,8/14/21 11:57,Clean,0.0478375,4.65E-06,Clean
AmPw12506224,8/14/21 13:28,Bacteria: E. coli,0,9.27732,Contaminated: Biological
KiRu25790224,8/14/21 13:41,Bacteria: E. coli,0,35.9784,Contaminated: Biological
KiIs24027224,8/14/21 14:03,Clean,0.0188032,8.09E-05,Clean
KiHa23200224,8/14/21 14:17,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
HaDj16787224,8/14/21 14:19,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
SoRu35184224,8/14/21 14:25,Inorganic contaminants: Zinc,3.49928,0,Contaminated: Chemical
HaRu17329224,8/14/21 14:35,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
AkRu06448224,8/14/21 14:54,Clean,0.0331391,9.04E-05,Clean
KiRu26950224,8/14/21 15:07,Inorganic contaminants: Selenium,9.07389,0,Contaminated: Chemical
AmAm09832224,8/14/21 15:33,"Inorganic contaminants: Arsenic, Lead, Arsenic",2.6058,0,Contaminated: Chemical
KiHa23053224,8/14/21 15:42,"Inorganic contaminants: Selenium, Zinc, Mercury",6.77847,0,Contaminated: Chemical
AmRu15229224,8/14/21 16:05,Clean,0.0486081,9.40E-06,Clean
SoIl32489224,8/14/21 16:20,"Inorganic contaminants: Lead, Chromium, Cadmium",2.11614,0,Contaminated: Chemical
KiRu25249224,8/14/21 16:31,Inorganic contaminants: Copper,9.86874,0,Contaminated: Chemical
SoIl32300224,8/14/21 16:44,"Inorganic contaminants: Cadmium, Mercury",2.98228,0,Contaminated: Chemical
SoMa33811224,8/15/21 9:02,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
AmRu14501224,8/15/21 9:11,"Inorganic contaminants: Cadmium, Copper, Selenium, Chromium",8.50306,0,Contaminated: Chemical
AkRu06514224,8/15/21 9:17,Clean,0.0905744,7.58E-05,Clean
SoMa33870224,8/15/21 9:24,Clean,0.0206916,5.08E-05,Clean
KiRu28116224,8/15/21 9:32,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
HaYa21548224,8/15/21 9:55,"Inorganic contaminants: Arsenic, Silver, Barium",8.90649,0,Contaminated: Chemical
SoMa34409224,8/15/21 10:07,"Inorganic contaminants: Copper, Lead, Silver, Copper",4.44525,0,Contaminated: Chemical
AkHa00047224,8/15/21 10:50,Clean,0.0356761,2.68E-05,Clean
HaRu20494224,8/15/21 11:08,Inorganic contaminants: Copper,9.83274,0,Contaminated: Chemical
KiRu28498224,8/15/21 11:20,Bacteria: Salmonella,0,267.371,Contaminated: Biological
KiRu25267224,8/15/21 11:28,Clean,0.0754376,8.13E-05,Clean
HaRu17543224,8/15/21 11:46,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
HaAm16187224,8/15/21 11:47,Bacteria: Shigella,0,318.664,Contaminated: Biological
AkRu08587224,8/15/21 11:48,"Inorganic contaminants: Barium, Chromium, Barium, Barium",5.72984,0,Contaminated: Chemical
AmDa11352224,8/15/21 12:04,"Inorganic contaminants: Copper, Silver, Copper",4.099,0,Contaminated: Chemical
